dataset	sf_avg	sxA_avg	sxB_avg	ss_avg	successive_ss_avg	piA_avg	piB_avg	thetaA_avg	thetaB_avg	DtajA_avg	DtajB_avg	divAB_avg	netdivAB_avg	FST_avg	ss_sf	ss_noSf	noSs_sf	noSs_noSf	allocation	post_proba
LG08_6375000_6380000	0	0.00206	0.00618	0.00474	5	0.00249	0.00495	0.00298	0.00478	-1.04845	0.21782	0.005	0.00129	0.15887	0	1	0	0	migration	1
LG08_6625000_6630000	0	0.00062	0.01078	0.00436	4	0.00225	0.00583	0.00218	0.00663	0.21289	-0.77328	0.00407	2e-05	0.0031	0	1	0	0	migration	1
LG08_6755000_6760000	0	0.00718	0.00401	0.00612	6	0.0056	0.00398	0.00583	0.00444	-0.24655	-0.65642	0.00601	0.00121	0.12129	0	1	0	0	migration	1
LG08_6790000_6795000	0.00021	0.00859	0.00859	0.0023	1	0.00427	0.00473	0.00477	0.00477	-0.66827	-0.04891	0.00564	0.00114	0.12136	1	0	0	0	migration	1
LG08_7065000_7070000	0	0.00549	0.01245	0.00295	3	0.00333	0.0063	0.0037	0.00675	-0.62575	-0.424	0.00657	0.00175	0.1651	0	1	0	0	migration	1
LG08_7095000_7100000	0	0.00443	0.00991	0.00443	2	0.00378	0.00548	0.00388	0.00628	-0.15999	-0.81721	0.00521	0.00058	0.06404	0	1	0	0	migration	1
LG08_7125000_7130000	0	0.00624	0.00624	0.00353	4	0.00373	0.00427	0.00428	0.00428	-0.82415	-0.01574	0.00546	0.00146	0.16651	0	1	0	0	migration	1
LG08_7855000_7860000	0.00149	0.00277	0.01001	0.00213	3	0.00172	0.00512	0.00215	0.00532	-1.25109	-0.23067	0.00561	0.00219	0.25846	1	0	0	0	migration	1
LG08_8650000_8655000	0	0.00378	0.00504	0.00252	3	0.0028	0.00322	0.00276	0.00331	0.09385	-0.17483	0.00366	0.00065	0.10586	0	1	0	0	migration	1
LG08_9170000_9175000	0	0.00508	0.00656	0.00804	7	0.00508	0.00546	0.00574	0.00639	-0.74656	-0.94142	0.00676	0.00149	0.13368	0	1	0	0	migration	1
LG08_9300000_9305000	0	0.00188	0.01025	0.0023	2	0.00212	0.00474	0.00183	0.0055	0.98017	-0.88294	0.0035	7e-05	0.0106	0	1	0	0	migration	1
LG08_9940000_9945000	0	0.00229	0.00458	0.00333	3	0.00218	0.00345	0.00246	0.00346	-0.72532	-0.01621	0.00314	0.00033	0.05979	0	1	0	0	migration	1
LG08_10455000_10460000	0	0.00747	0.00747	0.00477	3	0.00487	0.00478	0.00536	0.00536	-0.58991	-0.68936	0.00555	0.00073	0.07605	0	1	0	0	migration	1
LG08_10870000_10875000	0	0.00175	0.00568	0.00765	6	0.00468	0.00548	0.00411	0.00584	0.87122	-0.39664	0.00527	0.00019	0.02019	0	1	0	0	migration	1
LG08_11630000_11635000	0	0.01065	0.01149	0.00418	3	0.0073	0.00685	0.0065	0.00686	0.79499	-0.00917	0.00873	0.00165	0.11302	0	1	0	0	migration	1
LG08_11945000_11950000	0	0.00397	0.00669	0.00251	1	0.00312	0.00433	0.00284	0.00403	0.6336	0.48539	0.00438	0.00065	0.08689	0	1	0	0	migration	1
LG08_11990000_11995000	0	0.00315	0.01134	0.00483	3	0.00407	0.00687	0.00349	0.00708	1.05595	-0.18911	0.00668	0.00121	0.10768	0	1	0	0	migration	1
LG08_12625000_12630000	0	0.00083	0.01196	0.00124	1	0.00077	0.00572	9e-04	0.00578	-0.88622	-0.06789	0.0043	0.00105	0.15025	0	1	0	0	migration	1
LG08_13115000_13120000	0.00041	0.00413	0.00536	0.00413	7	0.00397	0.00341	0.00361	0.00416	0.63674	-1.14725	0.00471	0.00102	0.13068	1	0	0	0	migration	1
LG08_13225000_13230000	0	0.0038	0.00528	0.00253	1	0.00262	0.00372	0.00277	0.00342	-0.35615	0.54851	0.00456	0.0014	0.19381	0	1	0	0	migration	1
LG08_15310000_15315000	0	0.00396	0.0102	0.00146	1	0.00254	0.00518	0.00237	0.00511	0.45042	0.08928	0.00467	0.00081	0.10323	0	1	0	0	migration	1
LG08_16580000_16585000	0	0.00453	0.00577	0.00639	4	0.00442	0.00526	0.00478	0.00532	-0.48215	-0.0761	0.00602	0.00118	0.11725	0	1	0	0	migration	1
LG08_16600000_16605000	0	0.00375	0.01022	0.0025	1	0.00282	0.00546	0.00274	0.00557	0.19028	-0.12398	0.00489	0.00075	0.08944	0	1	0	0	migration	1
LG08_16655000_16660000	0	0.00313	0.01023	0.0023	2	0.00207	0.00511	0.00238	0.00549	-0.80515	-0.44278	0.00437	0.00078	0.10614	0	1	0	0	migration	1
LG08_16925000_16930000	0	0.00917	0.00646	0.00438	2	0.00533	0.00383	0.00593	0.00475	-0.64791	-1.23133	0.00729	0.00271	0.24375	0	1	0	0	migration	1
LG08_17325000_17330000	0	0.00319	0.01381	0.00319	1	0.0034	0.00599	0.00279	0.00745	1.37957	-1.25838	0.00656	0.00187	0.17825	0	1	0	0	migration	1
LG08_17340000_17345000	0	0.00559	0.01179	0.00372	2	0.00458	0.00636	0.00408	0.0068	0.78698	-0.41464	0.00689	0.00142	0.12376	0	1	0	0	migration	1
LG08_18655000_18660000	0	0.00227	0.01073	0.00475	4	0.00285	0.00677	0.00307	0.00678	-0.46547	-0.00917	0.00637	0.00157	0.15086	0	1	0	0	migration	1
LG08_19175000_19180000	0	0.00599	0.01178	0.00682	2	0.00521	0.00803	0.00561	0.00815	-0.46245	-0.09	0.00696	0.00034	0.02706	0	1	0	0	migration	1
LG08_19215000_19220000	0	0.00481	0.00607	0.00627	4	0.00475	0.00522	0.00485	0.0054	-0.13217	-0.22527	0.00537	0.00038	0.04027	0	1	0	0	migration	1
LG08_19735000_19740000	0	0.00972	0.00868	0.00827	5	0.00789	0.00754	0.00788	0.00743	0.00528	0.09956	0.00927	0.00156	0.09923	0	1	0	0	migration	1
LG08_20975000_20980000	0	0.00842	0.00796	0.00234	1	0.00438	0.00446	0.00471	0.00451	-0.44861	-0.06747	0.00655	0.00213	0.208	0	1	0	0	migration	1
LG08_22345000_22350000	0	0.0063	0.00195	0.00651	12	0.00505	0.00356	0.00561	0.00371	-0.63963	-0.25396	0.00538	0.00107	0.1197	0	1	0	0	migration	1
LG08_22840000_22845000	0.00046	0.00183	0.01145	0.00183	2	0.00127	0.00499	0.0016	0.00582	-1.30088	-0.9106	0.00579	0.00266	0.31667	1	0	0	0	migration	1
LG08_22885000_22890000	0.00047	0.00261	0.01044	0.00024	0	0.00111	0.00467	0.00125	0.00468	-0.68157	-0.01342	0.00463	0.00174	0.24742	1	0	0	0	migration	1
LG08_22995000_23000000	0	0.00801	0.00719	0.0037	2	0.0049	0.00464	0.00513	0.00477	-0.28212	-0.16901	0.00663	0.00186	0.17515	0	1	0	0	migration	1
LG08_23685000_23690000	0	0.00333	0.01332	0.00354	3	0.0033	0.00732	0.00301	0.00738	0.62142	-0.0499	0.00731	0.00199	0.16985	0	1	0	0	migration	1
LG08_23795000_23800000	0	0.00743	0.00619	0.01176	7	0.00916	0.00788	0.0084	0.00786	0.582	0.01657	0.01153	0.00301	0.16155	0	1	0	0	migration	1
LG08_25260000_25265000	0	0.00311	0.004	0.00444	4	0.00345	0.00348	0.00331	0.0037	0.27438	-0.3736	0.00336	-0.00011	-0.01739	0	1	0	0	migration	1
LG08_26185000_26190000	0	0.00945	0.00863	0.0115	9	0.00968	0.00879	0.00918	0.00882	0.35624	-0.01802	0.01041	0.00117	0.06467	0	1	0	0	migration	1
LG08_26850000_26855000	0	0.007	0.01524	0.01215	6	0.00843	0.01177	0.00839	0.012	0.03226	-0.12397	0.01093	0.00083	0.04283	0	1	0	0	migration	1
LG09_425000_430000	0	0.00182	0.00767	0.00626	8	0.00371	0.0063	0.00354	0.0061	0.32111	0.209	0.00494	-6e-05	-0.00664	0	1	0	0	migration	1
LG09_1280000_1285000	0	0.00231	0.01111	0.00796	4	0.0046	0.00794	0.0045	0.00835	0.14132	-0.32201	0.00699	0.00072	0.05894	0	1	0	0	migration	1
LG09_1745000_1750000	0	0.00603	0.00904	0.01227	10	0.00874	0.00985	0.00801	0.00933	0.58484	0.3541	0.00914	-0.00016	-0.00921	0	1	0	0	migration	1
LG09_1760000_1765000	0	0.00471	0.00655	0.01352	21	0.00772	0.00934	0.00798	0.00879	-0.21722	0.40355	0.00926	0.00074	0.04491	0	1	0	0	migration	1
LG09_2630000_2635000	0	0.00501	0.01065	0.01858	9	0.01068	0.01307	0.01033	0.0128	0.21496	0.13592	0.01235	0.00048	0.02158	0	1	0	0	migration	1
LG09_2665000_2670000	0	0.00825	0.00573	0.01168	20	0.0087	0.00707	0.00873	0.00762	-0.01731	-0.46823	0.00819	0.00031	0.02085	0	1	0	0	migration	1
LG09_2680000_2685000	0	0.00901	0.00796	0.01593	7	0.01139	0.01021	0.01092	0.01046	0.27527	-0.15469	0.01081	0	0.00024	0	1	0	0	migration	1
LG09_2735000_2740000	0	0.00438	0.00271	0.00626	5	0.00432	0.00362	0.00466	0.00393	-0.45983	-0.5085	0.00381	-0.00016	-0.02213	0	1	0	0	migration	1
LG09_2960000_2965000	0.00021	0.00309	0.01132	0.0072	3	0.00444	0.00819	0.00451	0.00811	-0.08714	0.0629	0.00855	0.00223	0.16169	1	0	0	0	migration	1
LG09_3520000_3525000	0	0.00317	0.00803	0.00803	7	0.00489	0.00736	0.0049	0.00703	-0.02165	0.30634	0.00631	0.00019	0.01644	0	1	0	0	migration	1
LG09_4050000_4055000	0	0.00185	0.00803	0.00288	3	0.00192	0.00453	0.00207	0.00478	-0.46123	-0.33479	0.00343	0.00021	0.03364	0	1	0	0	migration	1
LG09_4115000_4120000	0	0.00422	0.00655	0.00338	3	0.00325	0.0042	0.00333	0.00435	-0.14792	-0.22302	0.00414	0.00042	0.05765	0	1	0	0	migration	1
LG09_4750000_4755000	0	0.0031	0.01675	0.00703	6	0.00411	0.01038	0.00444	0.01041	-0.47551	-0.02119	0.00826	0.00102	0.07103	0	1	0	0	migration	1
LG09_5905000_5910000	0	0.00272	0.00963	0.00335	1	0.00244	0.0064	0.00266	0.00568	-0.51526	0.81603	0.00538	0.00096	0.1059	0	1	0	0	migration	1
LG09_8045000_8050000	0	0.00335	0.01507	0.00063	0	0.00173	0.0071	0.00174	0.00687	-0.04083	0.21319	0.00708	0.00266	0.24765	0	1	0	0	migration	1
LG09_8145000_8150000	0.00167	0.00272	0.01087	0.00481	6	0.00343	0.00682	0.0033	0.00687	0.25576	-0.0484	0.00866	0.00354	0.27391	1	0	0	0	migration	1
LG09_8280000_8285000	0	0.00702	0.01301	0.00661	3	0.00538	0.00796	0.00597	0.00859	-0.63183	-0.47708	0.00713	0.00045	0.03582	0	1	0	0	migration	1
LG09_8380000_8385000	0.00062	0.00789	0.00727	0.00187	1	0.00462	0.00382	0.00427	0.004	0.52321	-0.28862	0.00713	0.00291	0.27302	1	0	0	0	migration	1
LG09_8420000_8425000	0	0.00524	0.01321	0.01342	6	0.00828	0.0127	0.00817	0.01167	0.08092	0.57196	0.01191	0.00142	0.06885	0	1	0	0	migration	1
LG09_8450000_8455000	0	0.00112	0.00741	0.00292	2	0.00189	0.0047	0.00177	0.00452	0.40771	0.25003	0.00372	0.00042	0.06564	0	1	0	0	migration	1
LG09_8460000_8465000	0.00021	0.0025	0.00542	0.00563	4	0.00364	0.00427	0.00356	0.00484	0.14424	-0.75846	0.00627	0.00231	0.24179	1	0	0	0	migration	1
LG09_9605000_9610000	0	0.00439	0.01758	0.00481	1	0.00437	0.01014	0.00403	0.00981	0.52962	0.22154	0.00985	0.00259	0.16313	0	1	0	0	migration	1
LG09_10935000_10940000	0	0.00187	0.00291	0.00104	2	0.00097	0.00176	0.00128	0.00173	-1.4669	0.10901	0.00206	0.00069	0.21627	0	1	0	0	migration	1
LG09_11000000_11005000	0	0.0023	0.00794	0.00585	4	0.00321	0.00557	0.00357	0.00604	-0.65216	-0.49827	0.00446	7e-05	0.00858	0	1	0	0	migration	1
LG09_12070000_12075000	0	0.0023	0.00794	0.00021	0	0.00102	0.00366	0.0011	0.00357	-0.45006	0.16913	0.00316	0.00082	0.16	0	1	0	0	migration	1
LG09_12550000_12555000	0.00332	0.00083	0.00726	0.00062	0	0.00061	0.00328	0.00064	0.00345	-0.25127	-0.32254	0.00615	0.00421	0.54173	1	0	0	0	migration	1
LG09_13270000_13275000	0	0.00293	0.01048	0.00126	1	0.00158	0.00457	0.00184	0.00514	-0.87431	-0.71336	0.00345	0.00037	0.06202	0	1	0	0	migration	1
LG09_13290000_13295000	0	0.00271	0.0077	0.00312	2	0.00271	0.00441	0.00255	0.00474	0.38008	-0.44305	0.00475	0.00119	0.15461	0	1	0	0	migration	1
LG09_13355000_13360000	0	0.0021	0.00504	0.00189	2	0.00199	0.00267	0.00175	0.00304	0.85819	-0.75549	0.00267	0.00034	0.07383	0	1	0	0	migration	1
LG09_13370000_13375000	0	0.00276	0.00722	0.00425	7	0.00341	0.00497	0.00307	0.00502	0.7093	-0.06772	0.00414	-5e-05	-0.00649	0	1	0	0	migration	1
LG09_13590000_13595000	0	0.00334	0.00898	0.00856	14	0.00603	0.00738	0.00521	0.00769	1.00393	-0.2552	0.0076	9e-04	0.06793	0	1	0	0	migration	1
LG09_13690000_13695000	0.00168	0.0021	0.02012	0.00021	0	0.00085	0.0089	0.00101	0.0089	-0.94261	-0.00229	0.00935	0.00447	0.33351	1	0	0	0	migration	1
LG09_14895000_14900000	0	0.00335	0.01046	0.00983	7	0.00601	0.00834	0.00577	0.00889	0.26617	-0.39775	0.00727	1e-04	0.00754	0	1	0	0	migration	1
LG09_16205000_16210000	0	0.00274	0.01494	0.00084	0	0.00135	0.00668	0.00157	0.00691	-0.87082	-0.21844	0.00645	0.00244	0.24916	0	1	0	0	migration	1
LG09_16755000_16760000	0.00021	0.00415	0.00829	0.00435	8	0.0034	0.00542	0.00372	0.00554	-0.5532	-0.14002	0.00545	0.00104	0.11389	1	0	0	0	migration	1
LG09_17755000_17760000	0	0.00189	0.00796	0	0	0.00071	0.00288	0.00083	0.00349	-0.81841	-1.1139	0.00248	0.00068	0.17218	0	0	0	1	migration	1
LG09_18065000_18070000	0	0.00189	0.00756	0.0084	12	0.00514	0.00746	0.00451	0.00699	0.89742	0.43544	0.00622	-8e-05	-0.00712	0	1	0	0	migration	1
LG09_19195000_19200000	0	0.0029	0.00725	0.00911	15	0.00567	0.00703	0.00526	0.00716	0.50531	-0.12398	0.00687	0.00052	0.04257	0	1	0	0	migration	1
LG09_19390000_19395000	0	0.00399	0.0124	0.00441	3	0.0035	0.00694	0.00368	0.00737	-0.31013	-0.37485	0.006	0.00078	0.07558	0	1	0	0	migration	1
LG09_19565000_19570000	0	0.00732	0.00962	0.00523	4	0.00506	0.00588	0.00549	0.0065	-0.50799	-0.61338	0.00666	0.00118	0.10564	0	1	0	0	migration	1
LG09_21105000_21110000	0	0.0042	0.00273	0.00839	13	0.00586	0.00495	0.00551	0.00487	0.40494	0.10729	0.00555	0.00014	0.01414	0	1	0	0	migration	1
LG09_22060000_22065000	0	0.00476	0.00021	0.00331	4	0.0032	0.00164	0.00354	0.00154	-0.60238	0.40663	0.00288	0.00045	0.0926	0	1	0	0	migration	1
LG09_22285000_22290000	0	0.00271	0.00417	0.00167	2	0.00195	0.00242	0.00192	0.00256	0.09274	-0.34169	0.00253	0.00034	0.07893	0	1	0	0	migration	1
LG09_22470000_22475000	0	0.0023	0.0046	0.00125	1	0.00145	0.00224	0.00156	0.00256	-0.42649	-0.7885	0.002	0.00015	0.04269	0	1	0	0	migration	1
LG09_22560000_22565000	0	0.00387	0.01483	0.00301	4	0.00264	0.00735	0.00301	0.00781	-0.79148	-0.38166	0.00623	0.00124	0.11924	0	1	0	0	migration	1
LG09_24330000_24335000	0	0.00372	0.00579	0.00828	11	0.00443	0.00603	0.00526	0.00616	-1.01173	-0.13999	0.00526	4e-05	0.00382	0	1	0	0	migration	1
LG09_25070000_25075000	0	0.00227	0.00536	0.00989	5	0.0053	0.00661	0.00532	0.00668	-0.02637	-0.06801	0.00606	1e-04	0.00914	0	1	0	0	migration	1
LG09_25135000_25140000	0	0.00414	0.00497	0.00352	2	0.00338	0.00348	0.00336	0.00372	0.05068	-0.41101	0.00365	0.00022	0.03324	0	1	0	0	migration	1
LG09_25910000_25915000	0	0.00231	0.00252	0.00336	5	0.00252	0.00259	0.00248	0.00257	0.09356	0.03638	0.00267	0.00012	0.0243	0	1	0	0	migration	1
LG09_26285000_26290000	2e-04	4e-04	0.00746	0.00101	4	0.00079	0.00306	0.00062	0.00371	1.64712	-1.10898	0.00608	0.00415	0.54013	1	0	0	0	migration	1
LG09_26570000_26575000	0	0.00243	0.01215	0.00304	7	0.00205	0.00594	0.0024	0.00665	-0.90334	-0.68931	0.00968	0.00568	0.43668	0	1	0	0	migration	1
LG09_26650000_26655000	0.00529	0.00183	0.00427	0.00204	3	0.00138	0.003	0.00169	0.00276	-1.13964	0.54019	0.0089	0.00671	0.62541	1	0	0	0	migration	1
LG09_26900000_26905000	0	0.00227	0.00495	0.00041	1	0.00132	0.00199	0.00117	0.00235	0.75876	-0.95287	0.00199	0.00034	0.09983	0	1	0	0	migration	1
LG10_270000_275000	0	0.00083	0.00959	0.00083	2	0.00076	0.00403	0.00073	0.00457	0.2743	-0.75036	0.00276	0.00036	0.07552	0	1	0	0	migration	1
LG10_790000_795000	0	0.00333	0.00707	0.00728	5	0.00523	0.00615	0.00465	0.00629	0.80278	-0.14607	0.00556	-0.00013	-0.01235	0	1	0	0	migration	1
LG10_1055000_1060000	0.00021	0.00227	0.01091	0.00474	3	0.00303	0.00626	0.00307	0.00685	-0.06709	-0.5586	0.00502	0.00038	0.04219	1	0	0	0	migration	1
LG10_1315000_1320000	0	0.01313	0.00584	0.01501	21	0.01251	0.01039	0.01232	0.00913	0.09597	0.89595	0.011	-0.00045	-0.02187	0	1	0	0	migration	1
LG10_2180000_2185000	0	0.00603	0.00753	0.00323	1	0.00416	0.00459	0.00405	0.00471	0.17005	-0.16516	0.00526	0.00089	0.09933	0	1	0	0	migration	1
LG10_2205000_2210000	0	0.00691	0.00607	0.00984	4	0.00844	0.00653	0.00733	0.00697	0.97498	-0.40368	0.00818	0.00069	0.04776	0	1	0	0	migration	1
LG10_2695000_2700000	0	0.00127	0.01078	0.00676	7	0.00337	0.00706	0.00352	0.00768	-0.27149	-0.52365	0.00753	0.00231	0.19486	0	1	0	0	migration	1
LG10_4170000_4175000	0	0.0046	0.00815	0.00334	2	0.00305	0.00476	0.00348	0.00503	-0.78204	-0.34303	0.00483	0.00092	0.114	0	1	0	0	migration	1
LG10_4990000_4995000	0.00063	0.00503	0.01865	0.0023	3	0.00304	0.00909	0.00321	0.00918	-0.32993	-0.05838	0.01078	0.00471	0.29739	1	0	0	0	migration	1
LG10_5575000_5580000	0	0.00413	0.00702	0.0031	4	0.0034	0.0043	0.00317	0.00443	0.47228	-0.19694	0.00468	0.00083	0.1056	0	1	0	0	migration	1
LG10_5695000_5700000	0	0.00831	0.00977	0.00416	1	0.00564	0.0059	0.00546	0.0061	0.20931	-0.20683	0.00825	0.00248	0.19019	0	1	0	0	migration	1
LG10_5800000_5805000	0	0.01048	0.01614	0.00482	7	0.00767	0.00834	0.0067	0.00918	0.93282	-0.58966	0.01195	0.00394	0.21163	0	1	0	0	migration	1
LG10_6175000_6180000	0	0.00398	0.00314	0.0046	5	0.0031	0.00342	0.00376	0.00339	-1.12197	0.05068	0.0037	0.00044	0.06854	0	1	0	0	migration	1
LG10_7065000_7070000	0	0.00513	0.00557	0.0078	9	0.00522	0.00504	0.00566	0.00586	-0.50605	-0.89925	0.0052	7e-05	0.00784	0	1	0	0	migration	1
LG10_7935000_7940000	0	0.0031	0.00269	0.00289	1	0.00267	0.0022	0.00262	0.00244	0.1159	-0.61851	0.00284	4e-04	0.0816	0	1	0	0	migration	1
LG10_7970000_7975000	0.00042	0.0075	0.00771	0.00354	2	0.00424	0.0047	0.00484	0.00493	-0.7953	-0.30282	0.00627	0.00181	0.18089	1	0	0	0	migration	1
LG10_9590000_9595000	0	0.00393	0.01407	0.0031	2	0.00303	0.00783	0.00308	0.00752	-0.09554	0.26912	0.00958	0.00415	0.29414	0	1	0	0	migration	1
LG10_10495000_10500000	0.00147	0.00231	0.01385	0.00126	1	0.00147	0.00645	0.00156	0.00662	-0.37095	-0.16332	0.00728	0.00332	0.31356	1	0	0	0	migration	1
LG10_10505000_10510000	0	0.00189	0.00273	0.0021	1	0.00178	0.00181	0.00175	0.00212	0.10901	-0.91852	0.00195	0.00016	0.04542	0	1	0	0	migration	1
LG10_10635000_10640000	0	0.00317	0.00593	0.00085	0	0.00175	0.00264	0.00176	0.00297	-0.04083	-0.70092	0.00266	0.00046	0.10328	0	1	0	0	migration	1
LG10_12510000_12515000	0	0.00167	0.00688	0.00271	4	0.00233	0.00384	0.00192	0.0042	1.36324	-0.55446	0.00349	4e-04	0.06616	0	1	0	0	migration	1
LG10_12655000_12660000	0	0.0039	0.0117	0.00138	1	0.00225	0.00593	0.00231	0.00573	-0.17023	0.2323	0.00712	0.00303	0.28796	0	1	0	0	migration	1
LG10_12815000_12820000	0	0.0023	0.0046	0.00606	5	0.00394	0.00429	0.00366	0.00467	0.49106	-0.51722	0.00432	2e-04	0.02607	0	1	0	0	migration	1
LG10_13510000_13515000	0	0.0029	0.00393	0.00352	5	0.00259	0.00301	0.00281	0.00326	-0.48724	-0.49778	0.00295	0.00015	0.02913	0	1	0	0	migration	1
LG10_13865000_13870000	0	0.00331	0.00456	0.00352	3	0.00286	0.00356	0.00299	0.00354	-0.28676	0.04469	0.00356	0.00035	0.0554	0	1	0	0	migration	1
LG10_14155000_14160000	0	0.0017	0.0104	0.00127	1	0.00119	0.00447	0.0013	0.00511	-0.53218	-0.80482	0.00354	0.00071	0.12	0	1	0	0	migration	1
LG10_16860000_16865000	0	0.00187	0.00727	0.00208	1	0.00173	0.00359	0.00173	0.0041	0.00911	-0.79219	0.00283	0.00017	0.03341	0	1	0	0	migration	1
LG10_17940000_17945000	0	0.00185	0.00762	0.00494	5	0.00307	0.00534	0.00298	0.0055	0.21127	-0.18813	0.00445	0.00024	0.03048	0	1	0	0	migration	1
LG10_18155000_18160000	0	0.00335	0.01131	0.01026	7	0.00585	0.0097	0.00596	0.00945	-0.12063	0.1754	0.00854	0.00076	0.05081	0	1	0	0	migration	1
LG10_19305000_19310000	0	0.00423	0.00677	0.00973	9	0.00665	0.00674	0.00611	0.00722	0.5702	-0.43294	0.0067	0	0	0	1	0	0	migration	1
LG10_19950000_19955000	0	0.00469	0.00716	0.01458	10	0.00802	0.00988	0.00844	0.00952	-0.3197	0.24453	0.00856	-0.00039	-0.02415	0	1	0	0	migration	1
LG10_20050000_20055000	0	0.00474	0.00721	0.0103	7	0.00607	0.00719	0.00658	0.00767	-0.5046	-0.39749	0.0066	-3e-05	-0.00245	0	1	0	0	migration	1
LG10_21590000_21595000	0	0.00199	0.01285	0.00931	7	0.00513	0.00919	0.00495	0.00971	0.22887	-0.3437	0.0072	4e-05	0.00337	0	1	0	0	migration	1
LG11_50000_55000	0	0.00415	0.01091	0.01331	4	0.00813	0.01076	0.00764	0.01061	0.4105	0.09584	0.00995	5e-04	0.02829	0	1	0	0	migration	1
LG11_1615000_1620000	0	0.00361	0.00785	0.007	7	0.00478	0.00635	0.00465	0.0065	0.18595	-0.15198	0.00539	-0.00018	-0.01787	0	1	0	0	migration	1
LG11_2150000_2155000	0	0.00354	0.00666	0.01062	10	0.0062	0.00748	0.0062	0.00757	0.0041	-0.07402	0.00701	0.00017	0.0131	0	1	0	0	migration	1
LG11_3250000_3255000	0	0.0059	0.00485	0.00906	7	0.00681	0.00621	0.00655	0.00609	0.2565	0.125	0.00649	-3e-05	-0.00216	0	1	0	0	migration	1
LG11_4110000_4115000	0	0.00267	0.00646	0.00847	9	0.00464	0.00755	0.00488	0.00654	-0.32122	0.99211	0.00696	0.00087	0.07202	0	1	0	0	migration	1
LG11_5990000_5995000	0	0.0029	0.00497	0.00331	5	0.00257	0.00337	0.00272	0.00363	-0.35615	-0.4558	0.00296	-1e-05	-0.00212	0	1	0	0	migration	1
LG11_6010000_6015000	0	0.00147	0.00567	0.00357	5	0.00207	0.00374	0.00221	0.00404	-0.3856	-0.48765	0.003	9e-05	0.01722	0	1	0	0	migration	1
LG11_6100000_6105000	0	0.00188	0.00563	0.00563	2	0.003	0.00502	0.00329	0.00493	-0.5516	0.11313	0.00411	1e-04	0.01368	0	1	0	0	migration	1
LG11_6255000_6260000	0	0.00333	0.00937	0.00625	3	0.00392	0.00632	0.0042	0.00684	-0.42744	-0.49312	0.00641	0.00129	0.12119	0	1	0	0	migration	1
LG11_6435000_6440000	0	0.00062	0.00994	0.00041	0	0.00043	0.00374	0.00045	0.00453	-0.31466	-1.12098	0.00216	8e-05	0.02006	0	1	0	0	migration	1
LG11_6910000_6915000	0	0.00063	0.00441	0.00378	7	0.00229	0.00357	0.00193	0.00359	1.18174	-0.02997	0.00308	0.00015	0.02661	0	1	0	0	migration	1
LG11_7010000_7015000	0.00021	0.00168	0.00672	0.00315	3	0.00209	0.00409	0.00212	0.00432	-0.08709	-0.34739	0.00386	0.00077	0.1204	1	0	0	0	migration	1
LG11_9390000_9395000	0	0.00481	0.00293	0.0023	1	0.00295	0.00206	0.00311	0.00229	-0.32319	-0.62266	0.00283	0.00033	0.06604	0	1	0	0	migration	1
LG11_9965000_9970000	0	0.00436	0.00644	0.00187	1	0.00252	0.00336	0.00273	0.00364	-0.48473	-0.48008	0.00326	0.00032	0.05651	0	1	0	0	migration	1
LG11_10745000_10750000	0	0.00271	0.0025	0.00396	5	0.00294	0.00278	0.00292	0.00283	0.05376	-0.11363	0.00286	0	-0.00044	0	1	0	0	migration	1
LG11_10835000_10840000	0	0.00208	0.00811	0.00874	10	0.00564	0.00775	0.00474	0.00738	1.22736	0.32586	0.00677	7e-05	0.00599	0	1	0	0	migration	1
LG11_11075000_11080000	0	0.00441	0.00783	0.00392	6	0.00382	0.00429	0.00365	0.00515	0.30284	-1.06251	0.00398	-7e-05	-0.0096	0	1	0	0	migration	1
LG11_11255000_11260000	0	0.00316	0.00654	0.00127	1	0.00201	0.00329	0.00194	0.00342	0.22886	-0.23754	0.00332	0.00067	0.12047	0	1	0	0	migration	1
LG11_11640000_11645000	0.00021	0.00232	0.00422	0.00021	0	0.00093	0.00162	0.00111	0.00194	-0.99024	-1.04164	0.00244	0.00117	0.333	1	0	0	0	migration	1
LG11_11975000_11980000	0	0.00334	0.00292	0.00855	9	0.00485	0.00533	0.00521	0.00502	-0.43644	0.38517	0.00513	4e-05	0.0047	0	1	0	0	migration	1
LG11_12845000_12850000	0	0.00608	0.01278	0.00545	3	0.00471	0.00753	0.00505	0.00798	-0.43184	-0.36742	0.01194	0.00583	0.3418	0	1	0	0	migration	1
LG11_15165000_15170000	0	0.0058	0.00228	0.00849	19	0.00654	0.00367	0.00626	0.00472	0.29421	-1.41902	0.0064	0.00129	0.12095	0	1	0	0	migration	1
LG11_15375000_15380000	0	0.0035	0.00765	0.01005	7	0.00553	0.00766	0.00593	0.00775	-0.43089	-0.07414	0.00668	8e-05	0.00638	0	1	0	0	migration	1
LG11_15430000_15435000	0	0.00332	0.00684	0.00953	17	0.00495	0.00725	0.00563	0.00717	-0.77813	0.07482	0.00672	0.00062	0.05285	0	1	0	0	migration	1
LG11_16205000_16210000	0.00021	0.00165	0.0066	0.00083	1	0.00113	0.00276	0.00108	0.00325	0.24446	-0.95529	0.00292	0.00098	0.21488	1	0	0	0	migration	1
