dataset	bialsites_avg	sf_avg	sxA_avg	sxB_avg	ss_avg	successive_ss_avg	piA_avg	piB_avg	thetaA_avg	thetaB_avg	DtajA_avg	DtajB_avg	divAB_avg	netdivAB_avg	minDivAB_avg	maxDivAB_avg	Gmin_avg	Gmax_avg	FST_avg	ss_sf	ss_noSf	noSs_sf	noSs_noSf
LG12_4555000_4560000	72.00000	0.00000	0.00230	0.00670	0.00607	7.00000	0.00346	0.00543	0.00367	0.00559	-0.35868	-0.18813	0.00485	0.00040	0.00168	0.00796	0.34532	1.64029	0.04731	0.00000	1.00000	0.00000	0.00000
LG12_4685000_4690000	80.00000	0.00000	0.00420	0.00126	0.01133	17.00000	0.00766	0.00522	0.00680	0.00551	0.82003	-0.34497	0.00633	-0.00011	0.00084	0.01217	0.13260	1.92265	-0.00957	0.00000	1.00000	0.00000	0.00000
LG12_6035000_6040000	107.00000	0.00000	0.00362	0.00597	0.01321	17.00000	0.00682	0.00838	0.00737	0.00840	-0.48430	-0.01355	0.00879	0.00118	0.00192	0.01513	0.21833	1.72237	0.07831	0.00000	1.00000	0.00000	0.00000
LG12_7225000_7230000	77.00000	0.00000	0.00273	0.01113	0.00231	2.00000	0.00196	0.00515	0.00221	0.00589	-0.70479	-0.80216	0.00380	0.00025	0.00126	0.00672	0.33129	1.76687	0.03655	0.00000	1.00000	0.00000	0.00000
LG12_7315000_7320000	99.00000	0.00000	0.00479	0.00604	0.00978	19.00000	0.00692	0.00640	0.00638	0.00693	0.54814	-0.49405	0.00799	0.00133	0.00042	0.01374	0.05210	1.71925	0.09821	0.00000	1.00000	0.00000	0.00000
LG12_7425000_7430000	33.00000	0.00000	0.00298	0.00340	0.00064	0.00000	0.00133	0.00145	0.00158	0.00177	-0.98191	-1.13964	0.00262	0.00123	0.00021	0.00446	0.08108	1.70270	0.32625	0.00000	1.00000	0.00000	0.00000
LG12_8920000_8925000	53.00000	0.00000	0.00063	0.00924	0.00126	2.00000	0.00090	0.00436	0.00083	0.00460	0.49119	-0.34072	0.00300	0.00037	0.00021	0.00714	0.07004	2.38132	0.07199	0.00000	1.00000	0.00000	0.00000
LG12_9005000_9010000	86.00000	0.00000	0.00336	0.00525	0.00946	15.00000	0.00523	0.00733	0.00561	0.00644	-0.44476	0.88419	0.00634	0.00006	0.00126	0.01051	0.19890	1.65746	0.00545	0.00000	1.00000	0.00000	0.00000
LG12_10190000_10195000	43.00000	0.00000	0.00418	0.00209	0.00272	2.00000	0.00280	0.00187	0.00302	0.00210	-0.46253	-0.71066	0.00301	0.00067	0.00000	0.00522	0.00000	1.73745	0.13599	0.00000	1.00000	0.00000	0.00000
LG12_10285000_10290000	99.00000	0.00000	0.00400	0.01241	0.00442	2.00000	0.00317	0.00751	0.00368	0.00737	-0.89281	0.12827	0.00715	0.00181	0.00063	0.01451	0.08824	2.02941	0.15589	0.00000	1.00000	0.00000	0.00000
LG12_12030000_12035000	33.00000	0.00000	0.00207	0.00124	0.00352	8.00000	0.00262	0.00167	0.00245	0.00209	0.44959	-1.25109	0.00268	0.00053	0.00124	0.00414	0.46352	1.54506	0.11943	0.00000	1.00000	0.00000	0.00000
LG12_12360000_12365000	104.00000	0.00721	0.00191	0.01167	0.00127	0.00000	0.00139	0.00499	0.00139	0.00567	-0.03379	-0.76553	0.01254	0.00935	0.01061	0.01443	0.84586	1.15038	0.61528	1.00000	0.00000	0.00000	0.00000
LG12_12655000_12660000	43.00000	0.00084	0.00190	0.00549	0.00084	0.00000	0.00104	0.00277	0.00120	0.00277	-0.81624	-0.00258	0.00373	0.00182	0.00190	0.00654	0.50943	1.75472	0.34267	1.00000	0.00000	0.00000	0.00000
LG12_13745000_13750000	77.00000	0.00000	0.00256	0.01193	0.00192	2.00000	0.00204	0.00581	0.00196	0.00606	0.27424	-0.27128	0.00437	0.00044	0.00021	0.01363	0.04878	3.12195	0.05763	0.00000	1.00000	0.00000	0.00000
LG12_15010000_15015000	54.00000	0.00000	0.00249	0.00643	0.00228	1.00000	0.00221	0.00321	0.00209	0.00382	0.37020	-1.01640	0.00350	0.00079	0.00104	0.00560	0.29605	1.59868	0.13760	0.00000	1.00000	0.00000	0.00000
LG12_16185000_16190000	103.00000	0.00000	0.00169	0.01436	0.00570	7.00000	0.00317	0.00853	0.00324	0.00879	-0.13629	-0.18723	0.00805	0.00220	0.00042	0.01246	0.05248	1.54810	0.17013	0.00000	1.00000	0.00000	0.00000
LG12_16385000_16390000	55.00000	0.00000	0.00375	0.00542	0.00229	4.00000	0.00278	0.00300	0.00265	0.00338	0.31522	-0.70917	0.00358	0.00069	0.00104	0.00563	0.29126	1.57282	0.11489	0.00000	1.00000	0.00000	0.00000
LG12_16925000_16930000	100.00000	0.00000	0.00168	0.01717	0.00209	0.00000	0.00131	0.00810	0.00165	0.00844	-1.27533	-0.26052	0.00663	0.00193	0.00063	0.01193	0.09474	1.80000	0.18258	0.00000	1.00000	0.00000	0.00000
LG12_17765000_17770000	95.00000	0.00000	0.00485	0.01034	0.00485	3.00000	0.00409	0.00657	0.00425	0.00665	-0.23690	-0.08161	0.00629	0.00096	0.00253	0.01244	0.40223	1.97765	0.08974	0.00000	1.00000	0.00000	0.00000
LG12_17990000_17995000	78.00000	0.00000	0.00106	0.01149	0.00404	3.00000	0.00231	0.00661	0.00224	0.00680	0.21289	-0.18219	0.00501	0.00055	0.00064	0.01085	0.12736	2.16509	0.06310	0.00000	1.00000	0.00000	0.00000
LG12_18075000_18080000	67.00000	0.00000	0.00462	0.00714	0.00231	3.00000	0.00294	0.00379	0.00303	0.00414	-0.19887	-0.53260	0.00411	0.00074	0.00126	0.00714	0.30682	1.73864	0.10700	0.00000	1.00000	0.00000	0.00000
LG12_18260000_18265000	77.00000	0.00000	0.00403	0.01230	0.00000	0.00000	0.00161	0.00528	0.00177	0.00539	-0.54029	-0.13522	0.00562	0.00218	0.00127	0.00891	0.22642	1.58491	0.25649	0.00000	0.00000	0.00000	1.00000
LG12_18690000_18695000	51.00000	0.00000	0.00106	0.00617	0.00362	2.00000	0.00210	0.00458	0.00205	0.00429	0.15076	0.44057	0.00371	0.00037	0.00128	0.00681	0.34395	1.83439	0.05714	0.00000	1.00000	0.00000	0.00000
LG12_18700000_18705000	42.00000	0.00000	0.00208	0.00396	0.00271	2.00000	0.00203	0.00282	0.00210	0.00292	-0.21180	-0.21792	0.00282	0.00040	0.00042	0.00542	0.14754	1.91803	0.08268	0.00000	1.00000	0.00000	0.00000
LG12_19570000_19575000	18.00000	0.00000	0.00081	0.00285	0.00000	0.00000	0.00031	0.00125	0.00036	0.00125	-0.67613	0.00195	0.00132	0.00054	0.00000	0.00285	0.00000	2.15385	0.27507	0.00000	0.00000	0.00000	1.00000
LG12_19880000_19885000	72.00000	0.00000	0.00334	0.00857	0.00313	3.00000	0.00295	0.00463	0.00284	0.00513	0.25998	-0.62612	0.00416	0.00037	0.00104	0.01003	0.25140	2.41341	0.05016	0.00000	1.00000	0.00000	0.00000
LG12_19895000_19900000	107.00000	0.00000	0.00124	0.00762	0.01319	9.00000	0.00570	0.00984	0.00632	0.00911	-0.62806	0.51141	0.00805	0.00028	0.00041	0.01525	0.05121	1.89474	0.01924	0.00000	1.00000	0.00000	0.00000
LG12_21315000_21320000	93.00000	0.00000	0.00517	0.00621	0.00786	17.00000	0.00498	0.00574	0.00571	0.00616	-0.82140	-0.44258	0.00533	-0.00003	0.00041	0.01014	0.07759	1.90086	-0.00258	0.00000	1.00000	0.00000	0.00000
LG12_21785000_21790000	20.00000	0.00000	0.00126	0.00148	0.00148	1.00000	0.00114	0.00117	0.00120	0.00129	-0.31510	-0.59894	0.00109	-0.00006	0.00000	0.00232	0.00000	2.12903	-0.03086	0.00000	1.00000	0.00000	0.00000
LG12_21850000_21855000	70.00000	0.00000	0.00229	0.00561	0.00665	11.00000	0.00386	0.00540	0.00391	0.00537	-0.07875	0.03992	0.00492	0.00028	0.00083	0.00852	0.16901	1.73239	0.03235	0.00000	1.00000	0.00000	0.00000
LG12_23280000_23285000	85.00000	0.00000	0.00517	0.00579	0.00662	4.00000	0.00461	0.00553	0.00517	0.00544	-0.69365	0.11150	0.00559	0.00052	0.00166	0.01055	0.29630	1.88889	0.05272	0.00000	1.00000	0.00000	0.00000
LG12_23415000_23420000	102.00000	0.00000	0.00372	0.00806	0.00930	11.00000	0.00521	0.00763	0.00570	0.00760	-0.55728	0.02543	0.00650	0.00008	0.00248	0.01260	0.38163	1.93993	0.00659	0.00000	1.00000	0.00000	0.00000
LG12_23815000_23820000	122.00000	0.00000	0.00271	0.01148	0.01127	6.00000	0.00633	0.01052	0.00612	0.00996	0.21718	0.36078	0.00906	0.00063	0.00397	0.01482	0.43790	1.63636	0.03924	0.00000	1.00000	0.00000	0.00000
LG12_24115000_24120000	137.00000	0.00000	0.00481	0.01234	0.01150	5.00000	0.00728	0.01065	0.00714	0.01044	0.12068	0.13041	0.01004	0.00107	0.00251	0.01568	0.25000	1.56250	0.06131	0.00000	1.00000	0.00000	0.00000
LG12_24820000_24825000	103.00000	0.00000	0.00244	0.00793	0.01057	17.00000	0.00594	0.00821	0.00570	0.00810	0.26865	0.08847	0.00715	0.00007	0.00224	0.01139	0.31280	1.59242	0.00571	0.00000	1.00000	0.00000	0.00000
LG12_25465000_25470000	107.00000	0.00000	0.00738	0.00783	0.00872	4.00000	0.00734	0.00688	0.00705	0.00725	0.25884	-0.33310	0.00743	0.00033	0.00291	0.01342	0.39130	1.80602	0.02438	0.00000	1.00000	0.00000	0.00000
LG13_590000_595000	94.00000	0.00000	0.00393	0.00559	0.00994	10.00000	0.00599	0.00658	0.00608	0.00680	-0.08986	-0.20536	0.00613	-0.00016	0.00021	0.01097	0.03377	1.78987	-0.01376	0.00000	1.00000	0.00000	0.00000
LG13_735000_740000	164.00000	0.00000	0.00510	0.02041	0.00796	3.00000	0.00569	0.01181	0.00572	0.01243	-0.03729	-0.32028	0.01063	0.00188	0.00163	0.01551	0.15368	1.45998	0.10468	0.00000	1.00000	0.00000	0.00000
LG13_830000_835000	55.00000	0.00000	0.00335	0.00461	0.00356	4.00000	0.00313	0.00342	0.00303	0.00358	0.21127	-0.27885	0.00392	0.00065	0.00147	0.00670	0.37389	1.70920	0.09729	0.00000	1.00000	0.00000	0.00000
LG13_1360000_1365000	57.00000	0.00000	0.00400	0.00443	0.00358	4.00000	0.00333	0.00312	0.00332	0.00351	0.01355	-0.70546	0.00354	0.00031	0.00063	0.00611	0.17881	1.72848	0.05005	0.00000	1.00000	0.00000	0.00000
LG13_1440000_1445000	62.00000	0.00000	0.00103	0.00848	0.00331	2.00000	0.00174	0.00430	0.00190	0.00516	-0.54251	-1.07089	0.00306	0.00004	0.00062	0.00558	0.20301	1.82707	0.00660	0.00000	1.00000	0.00000	0.00000
LG13_1495000_1500000	76.00000	0.00000	0.00432	0.00617	0.00514	4.00000	0.00418	0.00521	0.00414	0.00496	0.05949	0.33188	0.00487	0.00017	0.00103	0.00699	0.21127	1.43662	0.01952	0.00000	1.00000	0.00000	0.00000
LG13_2275000_2280000	72.00000	0.00000	0.00478	0.00291	0.00727	5.00000	0.00515	0.00434	0.00528	0.00446	-0.15207	-0.17704	0.00481	0.00007	0.00021	0.00893	0.04317	1.85612	0.00790	0.00000	1.00000	0.00000	0.00000
LG13_2685000_2690000	122.00000	0.00000	0.01090	0.01008	0.00411	3.00000	0.00577	0.00624	0.00658	0.00622	-0.78671	0.02436	0.00622	0.00021	0.00103	0.01913	0.16544	3.07721	0.01874	0.00000	1.00000	0.00000	0.00000
LG13_2940000_2945000	70.00000	0.00000	0.00380	0.00696	0.00401	4.00000	0.00305	0.00453	0.00342	0.00480	-0.68296	-0.36798	0.00564	0.00185	0.00084	0.00928	0.14969	1.64657	0.20999	0.00000	1.00000	0.00000	0.00000
LG13_3715000_3720000	16.00000	0.00000	0.00122	0.00122	0.00081	1.00000	0.00084	0.00084	0.00089	0.00089	-0.33767	-0.33767	0.00093	0.00009	0.00020	0.00163	0.21951	1.75610	0.05278	0.00000	1.00000	0.00000	0.00000
LG13_4090000_4095000	70.00000	0.00044	0.00267	0.01068	0.00178	2.00000	0.00202	0.00494	0.00195	0.00546	0.21936	-0.60867	0.00426	0.00079	0.00133	0.00779	0.31304	1.82609	0.10975	1.00000	0.00000	0.00000	0.00000
LG13_4835000_4840000	91.00000	0.00000	0.00457	0.00374	0.01059	8.00000	0.00684	0.00650	0.00664	0.00627	0.19396	0.23740	0.00629	-0.00039	0.00228	0.00976	0.36330	1.55229	-0.03252	0.00000	1.00000	0.00000	0.00000
LG13_5505000_5510000	58.00000	0.00000	0.00042	0.00936	0.00229	4.00000	0.00100	0.00521	0.00118	0.00510	-0.95942	0.14163	0.00430	0.00119	0.00083	0.00790	0.19355	1.83871	0.17315	0.00000	1.00000	0.00000	0.00000
LG13_5935000_5940000	102.00000	0.00000	0.00894	0.00499	0.00727	5.00000	0.00750	0.00543	0.00710	0.00537	0.35974	0.07307	0.00776	0.00130	0.00312	0.01309	0.40179	1.68750	0.09855	0.00000	1.00000	0.00000	0.00000
LG13_6370000_6375000	72.00000	0.00000	0.00556	0.00824	0.00103	0.00000	0.00251	0.00387	0.00289	0.00406	-0.82166	-0.29464	0.00380	0.00061	0.00021	0.00783	0.05422	2.06024	0.09389	0.00000	1.00000	0.00000	0.00000
LG13_6395000_6400000	66.00000	0.00000	0.00227	0.00928	0.00206	2.00000	0.00202	0.00444	0.00190	0.00497	0.41036	-0.68049	0.00369	0.00046	0.00103	0.00681	0.27950	1.84472	0.07181	0.00000	1.00000	0.00000	0.00000
LG13_7345000_7350000	84.00000	0.00000	0.00125	0.01000	0.00625	4.00000	0.00347	0.00726	0.00328	0.00711	0.36341	0.13326	0.00628	0.00092	0.00104	0.00979	0.16575	1.55801	0.08521	0.00000	1.00000	0.00000	0.00000
LG13_7620000_7625000	69.00000	0.00000	0.00291	0.00603	0.00540	7.00000	0.00355	0.00535	0.00364	0.00501	-0.16446	0.43845	0.00435	-0.00009	0.00021	0.00852	0.04775	1.95756	-0.01175	0.00000	1.00000	0.00000	0.00000
LG13_8645000_8650000	74.00000	0.00000	0.00408	0.00902	0.00279	3.00000	0.00315	0.00415	0.00301	0.00517	0.29526	-1.26661	0.00533	0.00168	0.00043	0.01052	0.08054	1.97315	0.20085	0.00000	1.00000	0.00000	0.00000
LG13_9235000_9240000	47.00000	0.00000	0.00295	0.00591	0.00105	1.00000	0.00142	0.00316	0.00176	0.00305	-1.18958	0.24057	0.00381	0.00152	0.00042	0.00654	0.11077	1.71692	0.26516	0.00000	1.00000	0.00000	0.00000
LG13_9795000_9800000	91.00000	0.00000	0.00437	0.01331	0.00125	1.00000	0.00250	0.00597	0.00246	0.00637	0.09356	-0.40402	0.00887	0.00464	0.00021	0.01456	0.02344	1.64062	0.37392	0.00000	1.00000	0.00000	0.00000
LG13_10320000_10325000	61.00000	0.00000	0.00228	0.00684	0.00352	3.00000	0.00255	0.00421	0.00254	0.00454	0.03638	-0.45776	0.00343	0.00005	0.00041	0.00849	0.12081	2.47651	0.00737	0.00000	1.00000	0.00000	0.00000
LG13_11095000_11100000	126.00000	0.00000	0.00574	0.01191	0.00915	3.00000	0.00530	0.00915	0.00652	0.00923	-1.20216	-0.05331	0.00762	0.00040	0.00000	0.01596	0.00000	2.09302	0.02910	0.00000	1.00000	0.00000	0.00000
LG13_11120000_11125000	103.00000	0.00000	0.00253	0.01475	0.00443	3.00000	0.00301	0.00740	0.00305	0.00840	-0.08169	-0.76490	0.00602	0.00081	0.00105	0.01138	0.17510	1.89105	0.07846	0.00000	1.00000	0.00000	0.00000
LG13_11355000_11360000	74.00000	0.00000	0.00348	0.01025	0.00143	0.00000	0.00213	0.00406	0.00215	0.00512	-0.06640	-1.32810	0.00756	0.00447	0.00000	0.01189	0.00000	1.57229	0.44043	0.00000	1.00000	0.00000	0.00000
LG13_12520000_12525000	98.00000	0.00000	0.00417	0.01230	0.00396	4.00000	0.00391	0.00790	0.00356	0.00712	0.61710	0.69947	0.00827	0.00237	0.00083	0.01314	0.10084	1.58824	0.17971	0.00000	1.00000	0.00000	0.00000
LG13_12755000_12760000	79.00000	0.00000	0.00424	0.00678	0.00572	3.00000	0.00364	0.00517	0.00436	0.00547	-1.05217	-0.35787	0.00601	0.00161	0.00000	0.01080	0.00000	1.79648	0.16598	0.00000	1.00000	0.00000	0.00000
LG13_13755000_13760000	64.00000	0.00025	0.00278	0.01037	0.00278	2.00000	0.00212	0.00524	0.00244	0.00576	-0.80382	-0.57443	0.00637	0.00268	0.00177	0.01113	0.27815	1.74834	0.28414	1.00000	0.00000	0.00000	0.00000
LG13_14415000_14420000	34.00000	0.00042	0.00105	0.00502	0.00063	0.00000	0.00056	0.00201	0.00073	0.00247	-1.40833	-1.18817	0.00213	0.00084	0.00084	0.00356	0.39344	1.67213	0.26400	1.00000	0.00000	0.00000	0.00000
LG13_16640000_16645000	85.00000	0.00000	0.00337	0.01033	0.00422	1.00000	0.00298	0.00609	0.00332	0.00637	-0.65925	-0.28810	0.00760	0.00307	0.00127	0.01286	0.16641	1.69183	0.26969	0.00000	1.00000	0.00000	0.00000
LG13_16810000_16815000	53.00000	0.00000	0.00208	0.00520	0.00375	2.00000	0.00239	0.00397	0.00255	0.00392	-0.41043	0.07958	0.00405	0.00087	0.00083	0.00791	0.20571	1.95429	0.12988	0.00000	1.00000	0.00000	0.00000
LG13_17650000_17655000	33.00000	0.00000	0.00164	0.00390	0.00123	0.00000	0.00126	0.00199	0.00126	0.00225	0.00195	-0.73773	0.00171	0.00009	0.00021	0.00349	0.12000	2.04000	0.02905	0.00000	1.00000	0.00000	0.00000
LG13_17985000_17990000	33.00000	0.00000	0.00248	0.00248	0.00186	4.00000	0.00178	0.00174	0.00190	0.00190	-0.40639	-0.54251	0.00187	0.00011	0.00021	0.00475	0.11043	2.53988	0.03442	0.00000	1.00000	0.00000	0.00000
LG13_18125000_18130000	86.00000	0.00000	0.00148	0.00760	0.00908	6.00000	0.00521	0.00745	0.00462	0.00731	0.81016	0.12452	0.00703	0.00070	0.00169	0.01457	0.24040	2.07346	0.05684	0.00000	1.00000	0.00000	0.00000
LG13_18225000_18230000	96.00000	0.00000	0.00339	0.01463	0.00233	1.00000	0.00221	0.00635	0.00251	0.00743	-0.76093	-0.93933	0.00817	0.00389	0.00191	0.01400	0.23377	1.71429	0.33149	0.00000	1.00000	0.00000	0.00000
LG13_19245000_19250000	121.00000	0.00021	0.00273	0.01745	0.00505	1.00000	0.00348	0.00962	0.00341	0.00985	0.12929	-0.15566	0.00917	0.00262	0.00442	0.01493	0.48153	1.62803	0.17939	1.00000	0.00000	0.00000	0.00000
LG13_19650000_19655000	76.00000	0.00000	0.00332	0.00850	0.00394	3.00000	0.00300	0.00471	0.00318	0.00545	-0.35759	-0.86664	0.00389	0.00004	0.00041	0.01057	0.10651	2.71598	0.00519	0.00000	1.00000	0.00000	0.00000
LG13_19755000_19760000	59.00000	0.00000	0.00352	0.00456	0.00414	6.00000	0.00315	0.00323	0.00336	0.00381	-0.39475	-0.97010	0.00367	0.00048	0.00124	0.00725	0.33856	1.97492	0.07600	0.00000	1.00000	0.00000	0.00000
LG13_19780000_19785000	27.00000	0.00000	0.00149	0.00320	0.00107	0.00000	0.00090	0.00156	0.00112	0.00187	-1.22175	-1.01696	0.00117	-0.00006	0.00000	0.00235	0.00000	2.00000	-0.02588	0.00000	1.00000	0.00000	0.00000
LG13_19805000_19810000	61.00000	0.00000	0.00246	0.00778	0.00225	2.00000	0.00203	0.00415	0.00206	0.00439	-0.08709	-0.35612	0.00357	0.00048	0.00123	0.00634	0.34395	1.77707	0.07808	0.00000	1.00000	0.00000	0.00000
LG13_20665000_20670000	149.00000	0.00000	0.01046	0.00878	0.01192	5.00000	0.01034	0.00892	0.00980	0.00907	0.35954	-0.10300	0.01018	0.00054	0.00627	0.01652	0.61644	1.62329	0.02987	0.00000	1.00000	0.00000	0.00000
LG13_21070000_21075000	84.00000	0.00000	0.00165	0.00515	0.01051	12.00000	0.00508	0.00686	0.00533	0.00686	-0.29157	-0.00349	0.00576	-0.00021	0.00144	0.01360	0.25050	2.36183	-0.01963	0.00000	1.00000	0.00000	0.00000
LG13_21130000_21135000	99.00000	0.00000	0.00335	0.00983	0.00753	5.00000	0.00486	0.00757	0.00476	0.00760	0.13878	-0.02669	0.00684	0.00062	0.00188	0.00962	0.27504	1.40577	0.05198	0.00000	1.00000	0.00000	0.00000
LG13_21175000_21180000	112.00000	0.00000	0.00391	0.01011	0.01172	6.00000	0.00638	0.00907	0.00685	0.00956	-0.44258	-0.33215	0.00897	0.00124	0.00299	0.01517	0.33333	1.69231	0.08060	0.00000	1.00000	0.00000	0.00000
LG13_22435000_22440000	62.00000	0.00000	0.00374	0.00228	0.00685	5.00000	0.00468	0.00397	0.00464	0.00400	0.05669	-0.04536	0.00419	-0.00014	0.00042	0.00685	0.09917	1.63636	-0.01776	0.00000	1.00000	0.00000	0.00000
LG13_22805000_22810000	78.00000	0.00000	0.00164	0.00614	0.00818	10.00000	0.00417	0.00650	0.00430	0.00627	-0.18941	0.24008	0.00518	-0.00016	0.00102	0.00941	0.19737	1.81579	-0.01628	0.00000	1.00000	0.00000	0.00000
LG13_23340000_23345000	94.00000	0.00000	0.00168	0.00630	0.01175	14.00000	0.00621	0.00792	0.00588	0.00790	0.36043	0.01184	0.00711	0.00005	0.00273	0.01133	0.38361	1.59344	0.00359	0.00000	1.00000	0.00000	0.00000
LG13_23980000_23985000	124.00000	0.00000	0.00616	0.01273	0.00657	3.00000	0.00545	0.00843	0.00558	0.00845	-0.14678	-0.01588	0.00786	0.00092	0.00041	0.01314	0.05225	1.67199	0.06739	0.00000	1.00000	0.00000	0.00000
LG13_24255000_24260000	156.00000	0.00000	0.00699	0.00801	0.01705	10.00000	0.01136	0.01066	0.01053	0.01098	0.50844	-0.18949	0.01223	0.00122	0.00575	0.01746	0.47059	1.42857	0.05698	0.00000	1.00000	0.00000	0.00000
LG13_24720000_24725000	166.00000	0.00000	0.00951	0.00648	0.01988	18.00000	0.01209	0.01147	0.01287	0.01155	-0.39468	-0.04410	0.01235	0.00058	0.00194	0.01923	0.15743	1.55685	0.02600	0.00000	1.00000	0.00000	0.00000
LG13_26345000_26350000	72.00000	0.00000	0.00358	0.00834	0.00524	4.00000	0.00402	0.00577	0.00386	0.00595	0.26030	-0.19638	0.00534	0.00044	0.00215	0.00906	0.40199	1.69727	0.04698	0.00000	1.00000	0.00000	0.00000
LG14_680000_685000	99.00000	0.00000	0.00289	0.01363	0.00392	3.00000	0.00281	0.00672	0.00298	0.00769	-0.37465	-0.81353	0.00560	0.00084	0.00021	0.01342	0.03689	2.39754	0.08729	0.00000	1.00000	0.00000	0.00000
LG14_1335000_1340000	155.00000	0.00041	0.00508	0.01137	0.01462	8.00000	0.00941	0.01198	0.00862	0.01138	0.58583	0.33980	0.01179	0.00109	0.00264	0.01665	0.22392	1.41244	0.05286	1.00000	0.00000	0.00000	0.00000
LG14_2345000_2350000	104.00000	0.00000	0.00372	0.01012	0.00764	6.00000	0.00457	0.00742	0.00497	0.00778	-0.52064	-0.29660	0.00770	0.00170	0.00207	0.01466	0.26826	1.90462	0.13412	0.00000	1.00000	0.00000	0.00000
LG14_2925000_2930000	121.00000	0.00000	0.00704	0.01150	0.00986	7.00000	0.00770	0.00948	0.00740	0.00936	0.25884	0.08847	0.00910	0.00051	0.00188	0.01643	0.20630	1.80516	0.03144	0.00000	1.00000	0.00000	0.00000
LG14_2965000_2970000	121.00000	0.00000	0.00536	0.00721	0.01236	7.00000	0.00743	0.00770	0.00776	0.00857	-0.27375	-0.65305	0.00754	-0.00003	0.00185	0.01133	0.24583	1.50228	-0.00182	0.00000	1.00000	0.00000	0.00000
LG14_4005000_4010000	72.00000	0.00021	0.00289	0.00680	0.00495	2.00000	0.00385	0.00482	0.00343	0.00514	0.77515	-0.40215	0.00529	0.00095	0.00082	0.00886	0.15584	1.67532	0.10727	1.00000	0.00000	0.00000	0.00000
LG14_4220000_4225000	54.00000	0.00000	0.00290	0.00663	0.00166	1.00000	0.00173	0.00384	0.00200	0.00363	-0.84721	0.36967	0.00300	0.00022	0.00021	0.00829	0.06897	2.75862	0.04151	0.00000	1.00000	0.00000	0.00000
LG14_4805000_4810000	66.00000	0.00000	0.00126	0.00927	0.00337	5.00000	0.00191	0.00508	0.00203	0.00553	-0.36992	-0.52429	0.00357	0.00007	0.00000	0.01095	0.00000	3.06885	0.01119	0.00000	1.00000	0.00000	0.00000
LG14_6685000_6690000	30.00000	0.00000	0.00248	0.00041	0.00331	6.00000	0.00236	0.00161	0.00254	0.00163	-0.44480	-0.06565	0.00236	0.00037	0.00062	0.00476	0.26341	2.01951	0.09226	0.00000	1.00000	0.00000	0.00000
LG14_6875000_6880000	94.00000	0.00000	0.00126	0.00864	0.00991	8.00000	0.00464	0.00811	0.00489	0.00812	-0.33479	-0.01231	0.00747	0.00110	0.00148	0.01202	0.19749	1.60815	0.08594	0.00000	1.00000	0.00000	0.00000
LG14_7285000_7290000	54.00000	0.00000	0.00291	0.00644	0.00187	1.00000	0.00197	0.00326	0.00209	0.00364	-0.37809	-0.67430	0.00261	-0.00000	0.00000	0.00499	0.00000	1.91150	-0.00048	0.00000	1.00000	0.00000	0.00000
LG14_7560000_7565000	75.00000	0.00000	0.00689	0.00501	0.00376	6.00000	0.00412	0.00359	0.00466	0.00384	-0.74678	-0.41460	0.00511	0.00125	0.00104	0.01128	0.20455	2.20909	0.15007	0.00000	1.00000	0.00000	0.00000
LG14_7575000_7580000	74.00000	0.00000	0.00334	0.00626	0.00585	6.00000	0.00419	0.00546	0.00402	0.00530	0.26424	0.18505	0.00550	0.00068	0.00104	0.00856	0.18987	1.55696	0.07093	0.00000	1.00000	0.00000	0.00000
LG14_7710000_7715000	53.00000	0.00000	0.00416	0.00187	0.00499	6.00000	0.00408	0.00305	0.00401	0.00301	0.10944	0.09409	0.00349	-0.00007	0.00042	0.00582	0.11921	1.66887	-0.01145	0.00000	1.00000	0.00000	0.00000
LG14_7790000_7795000	84.00000	0.00000	0.00185	0.01255	0.00288	0.00000	0.00226	0.00627	0.00207	0.00676	0.57806	-0.46696	0.00598	0.00171	0.00041	0.00967	0.06883	1.61759	0.17962	0.00000	1.00000	0.00000	0.00000
LG14_8095000_8100000	51.00000	0.00000	0.00084	0.00585	0.00397	3.00000	0.00202	0.00366	0.00210	0.00430	-0.25337	-0.94853	0.00332	0.00048	0.00042	0.00543	0.12587	1.63636	0.08408	0.00000	1.00000	0.00000	0.00000
LG14_9415000_9420000	66.00000	0.00000	0.00147	0.00966	0.00273	1.00000	0.00169	0.00512	0.00184	0.00543	-0.49390	-0.35787	0.00436	0.00095	0.00084	0.01092	0.19251	2.50267	0.13247	0.00000	1.00000	0.00000	0.00000
LG14_9925000_9930000	76.00000	0.00000	0.00610	0.00421	0.00568	6.00000	0.00530	0.00446	0.00516	0.00433	0.17653	0.19155	0.00549	0.00061	0.00084	0.00947	0.15319	1.72340	0.06406	0.00000	1.00000	0.00000	0.00000
LG14_11405000_11410000	75.00000	0.00000	0.00755	0.00587	0.00231	2.00000	0.00417	0.00336	0.00432	0.00358	-0.22302	-0.40328	0.00406	0.00029	0.00000	0.00944	0.00000	2.32759	0.04084	0.00000	1.00000	0.00000	0.00000
LG14_12685000_12690000	88.00000	0.00000	0.00188	0.01169	0.00480	3.00000	0.00331	0.00752	0.00293	0.00722	0.83863	0.26119	0.00597	0.00056	0.00021	0.01106	0.03495	1.85243	0.05332	0.00000	1.00000	0.00000	0.00000
