locusName	L_including_N	L	nSegSite	nsamA	nsamB	mutation_scalar
LG22_3315000_3320000	4998	4801	68	6	6	1.070555302705399
LG22_3715000_3720000	4998	4879	134	6	6	0.43105326415910133
LG22_4575000_4580000	4998	4819	75	6	6	0.9710070491603587
LG22_4855000_4860000	4998	4757	66	6	6	1.3054838775279034
LG22_5335000_5340000	4998	4800	71	6	6	1.070555302705399
LG22_5570000_5575000	4998	4781	63	6	6	1.1997242166202635
LG22_6820000_6825000	4998	4822	107	6	6	1.0212286624401754
LG22_6850000_6855000	4998	4808	74	6	6	1.0454739601976581
LG22_7870000_7875000	4998	4897	130	6	6	0.7102200153441908
LG22_8950000_8955000	4998	4836	90	6	6	0.8690685178932153
LG22_9630000_9635000	4998	4959	25	6	6	0.21402745606605394
LG22_10815000_10820000	4998	4876	85	6	6	0.7281949774747383
LG22_11410000_11415000	4998	4375	120	6	6	0.6499761425567977
LG22_11630000_11635000	4998	4830	105	6	6	0.9292637399117929
LG22_12130000_12135000	4998	4661	91	6	6	0.732756702475989
LG22_12475000_12480000	4998	4907	216	6	6	0.720670574722416
LG22_12745000_12750000	4998	4929	167	6	6	0.44953250332946637
LG22_13510000_13515000	4998	4915	68	6	6	0.5083152081568781
LG23_755000_760000	4998	4331	98	6	6	0.7174672131798829
LG23_1435000_1440000	4998	4848	131	6	6	0.6550116379221158
LG23_1550000_1555000	4998	4088	89	6	6	0.8207691464397213
LG23_2030000_2035000	4998	4757	105	6	6	0.9083438173806825
LG23_2925000_2930000	4998	4773	111	6	6	1.2674438413911635
LG23_3700000_3705000	4998	4828	113	6	6	0.9999095213085959
LG23_3900000_3905000	4998	4785	78	6	6	1.0513531451168088
LG23_4150000_4155000	4998	4729	61	6	6	1.0777605810591468
LG23_4590000_4595000	4998	4800	87	6	6	1.0847680634597854
LG23_5005000_5010000	4998	4812	104	6	6	1.07431750408156
LG23_5125000_5130000	4998	4682	67	6	6	1.2158970340469126
LG23_5570000_5575000	4998	4782	118	6	6	1.2457066778844548
LG23_5615000_5620000	4998	4724	62	6	6	1.393269834650496
LG23_6315000_6320000	4998	4752	57	6	6	1.3079920117786774
LG23_7425000_7430000	4998	4868	64	6	6	0.7344653131016735
LG23_7765000_7770000	4998	4780	84	6	6	1.184675411115619
LG23_8525000_8530000	4998	4809	98	6	6	1.0826779515841403
LG23_10385000_10390000	4998	4842	101	6	6	0.9158870239076646
LG23_10735000_10740000	4998	4827	115	6	6	0.9836066486785644
LG23_11515000_11520000	4998	4788	103	6	6	1.1997242166202635
LG23_11905000_11910000	4998	4778	61	6	6	0.97969070552455
LG23_12325000_12330000	4998	4771	69	6	6	1.2461247002595839
LG23_12755000_12760000	4998	4760	103	6	6	1.1001296891825376
LG23_13385000_13390000	4998	4778	99	6	6	1.1959620152441024
LG23_13965000_13970000	4998	4770	123	6	6	1.3109181684045805
LG23_14955000_14960000	4998	4742	77	6	6	1.2661641467633815
LG23_15125000_15130000	4998	4727	44	6	6	1.4191859635629946
LG23_15175000_15180000	4998	4798	88	6	6	1.0902023543364623
LG23_16610000_16615000	4998	4857	56	6	6	0.756202476608382
LG23_16820000_16825000	4998	4965	101	6	6	0.3649335334876272
LG23_16975000_16980000	4998	4774	52	6	6	1.1901097019922962
LG23_17355000_17360000	4998	4831	107	6	6	1.0203926176899174
LG23_17575000_17580000	4998	4808	119	6	6	1.107341271716752
LG23_17645000_17650000	4998	4913	99	6	6	0.5501174456697793
LG24_715000_720000	4998	4295	134	6	6	0.8752307688053291
LG24_3425000_3430000	4998	4785	66	6	6	1.1715330954907406
LG24_4065000_4070000	4998	4801	65	6	6	1.07431750408156
LG24_4275000_4280000	4998	4854	76	6	6	0.8067831839989925
LG24_5040000_5045000	4998	4807	119	6	6	1.0814238844587531
LG24_5645000_5650000	4998	4874	119	6	6	0.7791937072404778
LG24_6340000_6345000	4998	4812	82	6	6	1.0567605643261413
LG24_6750000_6755000	4998	4771	89	6	6	1.2431985436336808
LG24_6965000_6970000	4998	4761	87	6	6	1.2112170159802351
LG24_7050000_7055000	4998	4836	51	6	6	0.8707406073937314
LG24_7095000_7100000	4998	4821	25	6	6	0.9046004197791812
LG24_7140000_7145000	4998	4772	31	6	6	1.1637742923591683
LG24_8000000_8005000	4998	4833	57	6	6	0.897494039401988
LG24_8350000_8355000	4998	4722	43	6	6	1.2711478882553022
LG24_8980000_8985000	4998	4751	82	6	6	1.3757116365495774
LG24_9070000_9075000	4998	4775	83	6	6	0.9600518494192706
LG24_9480000_9485000	4998	4753	74	6	6	1.3514663387920947
LG24_12160000_12165000	4998	4729	82	6	6	1.464332380076928
